University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Faculty Student Ratio Rank,Academic Reputation Rank,Sustainability Rank,Employer Reputation Rank,International Student Diversity Rank,Papers per Faculty Rank,Citations per Paper Rank,Inbound Exchange Students Rank,International Faculty Ratio Rank,Outbound Exchange Students Rank,International Research Network Rank,Employment Outcomes Rank,Faculty Student Ratio Score,Academic Reputation Score,Sustainability Score,Employer Reputation Score,International Student Diversity Score,Papers per Faculty Score,Citations per Paper Score,Inbound Exchange Students Score,International Faculty Ratio Score,Outbound Exchange Students Score,International Research Network Score,Employment Outcomes Score
Loughborough University,/universities/loughborough-university,Europe,United Kingdom,Loughborough,https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg,66.1,85,6,False,False,242,116,107,33,98,183,137,301+,90,240,100,168,41.6,55.5,75.7,88.3,63.9,41.3,61.6,8.6,81.2,27.4,81.2,45.8
Charles University,/universities/charles-university,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/charles-university_117_small.jpg,65.9,86,,False,False,184,71,51,77,130,301+,301+,53,262,104,52,98,53.8,73.5,88.7,73.9,54.2,24.4,9.1,80.7,24.1,61.1,90.5,69
University of Aberdeen,/universities/university-aberdeen,Europe,United Kingdom,Aberdeen,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,65.9,87,,False,False,212,120,8,103,81,156,99,192,52,300,114,153,48.1,54.2,98.5,63.9,69,44.5,72.7,30.7,92.1,18.4,78.8,50.2
Vrije Universiteit Amsterdam,/universities/vrije-universiteit-amsterdam,Europe,Netherlands,Amsterdam,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,65.9,88,,False,False,266,88,37,180,253,111,30,15,144,301+,125,150,37.5,67,92.1,40.2,28.2,53.4,94.8,99.8,62.2,10.1,76.8,51.4
Università di Padova,/universities/universita-di-padova,Europe,Italy,Padova,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,65.8,89,,False,False,301+,47,23,141,301+,77,196,91,301+,39,49,215,17.8,84.1,96,51,16.7,62.7,45.2,63.3,13.4,87.1,90.9,33.3
Eindhoven University of Technology,/universities/eindhoven-university-technology,Europe,Netherlands,Eindhoven,https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_592560cf2aeae70239af4b3c_small.jpg,65.5,90,,False,False,215,123,=235,25,136,24,121,=295,6,301+,215,160,46.5,53.8,38.4,93.6,53.5,86.6,68.1,13.9,100,10.1,56.9,47.9
University of Cologne,/universities/university-cologne,Europe,Germany,Cologne,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg,64.5,91,,False,False,301+,94,=125,85,199,190,160,105,207,122,88,59,31.3,63.9,71.7,68.8,37.7,40.4,53.5,55.4,37.6,55.4,83.7,81.9
University of Warsaw,/universities/university-warsaw,Europe,Poland,Warsaw,https://www.topuniversities.com/sites/default/files/221121121702pm909597logo-University-of-Warsaw-48x48.jpg,64,92,,False,False,109,62,=67,46,301+,301+,301+,92,301+,93,143,60,70.2,76.6,86.3,83.2,15.7,19,5,62.4,10.4,65.6,71.7,81.9
University of Navarra,/universities/university-navarra,Europe,Spain,Pamplona,https://www.topuniversities.com/sites/default/files/230306122729pm463748navarra-logo-200x200-48x48.jpg,62.5,93,,False,False,95,124,150,35,59,301+,201,36,261,38,261,103,73.5,53.3,63.4,88,73.1,24.2,44.3,88.1,24.5,88,48.1,67.4
Goethe-University Frankfurt am Main,/universities/goethe-university-frankfurt-am-main,Europe,Germany,Frankfurt,https://www.topuniversities.com/sites/default/files/universitt-frankfurt-am-main_214_small.jpg,62.4,94,,False,False,261,76,147,98,232,257,124,260,204,215,84,286,38.3,72.4,64,64.6,33,30.9,66.1,18.5,38.3,28.7,84.5,22.5
Maastricht University,/universities/maastricht-university,Europe,Netherlands,Maastricht,https://www.topuniversities.com/sites/default/files/231218042543pm676051UM-triangles-200-x-200-pixels-48x48.jpg,62.1,95,,False,False,301+,156,=266,129,5,83,104,40,30,30,191,108,26.3,44.9,33,55.4,100,62,70.9,86,98.6,90.5,61.4,66.6
Linköping University,/universities/linkoping-university,Europe,Sweden,Linköping,https://www.topuniversities.com/sites/default/files/linkping-university_348_small.jpg,62,96,,False,False,170,189,=42,132,226,172,47,21,115,47,155,69,55.9,37.8,91,54.6,34,42.8,90.3,97.6,71.2,83.3,69,78.8
University of Lisbon ,/universities/university-lisbon,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,61.8,97,,False,False,301+,83,101,145,201,90,301+,87,301+,110,21,16,26.2,70,77.8,50,37.4,59.7,18.1,65.4,9.9,59.6,96.1,97.3
University of Galway,/universities/university-galway,Europe,Ireland,Galway,https://www.topuniversities.com/sites/default/files/230111113541am417642Logo-QS-48x48.jpg,61.7,98,,False,False,92,138,36,115,172,301+,184,46,73,76,193,85,75,49.4,93.1,60.5,44.7,21.5,48.2,83.9,87.3,71,60.9,72.3
University of Lausanne,/universities/university-lausanne,Europe,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg,61.4,99,,False,False,172,122,115,169,196,84,87,=157,24,=184,188,116,55.6,53.9,74.5,42.7,38.4,61.9,76.6,39.5,99.8,33.9,62.5,64.6
Norwegian University of Science And Technology,/universities/norwegian-university-science-technology,Europe,Norway,Trondheim,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,61.2,100,,False,False,249,101,103,140,301+,152,269,78,118,91,62,34,41,60.2,77.2,51.2,17.8,45.1,27.5,70.4,69.5,66,89.1,92.3
Vrije Universiteit Brussel (VUB),/universities/vrije-universiteit-brussel-vub,Europe,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,61.2,101,,False,False,59,158,100,164,112,275,110,=246,64,204,63,80,87.5,44.6,78.3,43.6,60.6,27.2,70.2,20.3,89,30.9,88.8,73.2
Technische Universität Dresden,/universities/technische-universitat-dresden,Europe,Germany,Dresden,https://www.topuniversities.com/sites/default/files/technische-universitt-dresden_598_small.jpg,60.8,102,,False,False,35,91,192,84,185,301+,173,301+,194,301+,64,301+,96.4,64.5,51.2,68.8,41.3,23,50.6,5.4,42.5,5.8,88.1,20.7
Universitat Pompeu Fabra (Barcelona),/universities/universitat-pompeu-fabra,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg,60.3,103,,False,False,94,115,269,137,228,175,98,16,103,5,223,210,73.6,56.1,32.3,51.6,33.9,42.3,72.8,99.8,75.8,100,55.6,34.5
Swansea University,/universities/swansea-university,Europe,United Kingdom,Swansea,https://www.topuniversities.com/sites/default/files/220308050407pm529761Swansea-Uni-logo-200x200-photo-48x48.jpg,60.1,104,,False,False,248,133,116,61,209,277,49,301+,130,301+,153,301+,41.1,51.6,74.1,78.2,36.8,27.1,89.8,11,66.6,12.6,69.8,16.4
University of Antwerp,/universities/university-antwerp,Europe,Belgium,Antwerp,https://www.topuniversities.com/sites/default/files/220301072725am708442Logo-UAntwerpen-48x48.jpg,59.8,105,,False,False,168,152,=63,218,192,126,93,220,76,127,56,93,56.2,45.4,86.6,34.6,38.9,49.7,74.2,24.9,86.4,53.8,89.9,71.1
University of Sussex,/universities/university-sussex,Europe,United Kingdom,Brighton,https://www.topuniversities.com/sites/default/files/university-of-sussex_592560cf2aeae70239af4ccd_small.jpg,59.7,106,,False,False,301+,159,18,249,94,116,19,243,49,174,139,81,29,44.2,97.7,28.7,65,52.3,97.4,21.2,92.6,38,72.2,73.1
Radboud University ,/universities/radboud-university,Europe,Netherlands,Nijmegen,https://www.topuniversities.com/sites/default/files/radboud-university_452_small.jpg,59.5,107,,False,False,221,125,=55,182,255,71,60,=295,111,301+,96,201,45.9,53.2,88,40,28.1,64.3,87.3,13.9,72.9,10.1,82.3,37
University of Bergen,/universities/university-bergen,Europe,Norway,Bergen,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,59.5,108,,False,False,70,107,=122,251+,272,170,197,10,63,13,127,135,81.6,58.4,71.9,21.6,25.9,42.9,44.9,99.9,89.1,98.8,76.3,58.2
University of Porto,/universities/university-porto,Europe,Portugal,Porto,https://www.topuniversities.com/sites/default/files/220603114500am903324university-of-porto-logo-48x48.jpg,59.4,109,,False,False,301+,85,=72,139,301+,39,253,67,301+,97,41,172,23.6,67.2,84.6,51.3,14.6,74.2,31.2,74.3,7.9,64.7,92.8,44.6
University College Cork,/universities/university-college-cork,Europe,Ireland,Cork,https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg,59.3,110,,False,False,219,128,21,91,145,241,218,=170,57,58,279,134,46,52.5,96.8,67.4,51,33.3,40.8,38.7,90.7,78.4,44.8,58.6
Université Paris 1 Panthéon-Sorbonne ,/universities/universite-paris-1-pantheon-sorbonne,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,59.3,111,,False,False,301+,37,246,71,151,301+,301+,193,211,167,258,77,10.7,89.5,36.3,75.6,50.4,11.6,1.9,30.6,35.6,41.5,49,76
University of Strathclyde,/universities/university-strathclyde,Europe,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-strathclyde_579_small.jpg,59.2,112,,False,False,291,137,120,94,168,165,170,151,67,178,144,132,33.4,49.5,72.9,65.3,45.1,43.5,51.6,41.5,88.6,36,71.4,60.3
Politecnico di Torino,/universities/politecnico-di-torino,Europe,Italy,Turin,https://www.topuniversities.com/sites/default/files/211027114149am317273Poli-di-Torino-logo-200x2000-48x48.jpg,59,113,,False,False,301+,89,=125,58,150,17,301+,130,301+,66,183,143,6.1,66.1,71.7,78.8,50.6,88.6,9.1,47.9,4.5,74.5,63.7,54.6
University of Münster,/universities/university-munster,Europe,Germany,Munster,https://www.topuniversities.com/sites/default/files/231027093236am438692Logo-UniMuenster-200PixelBreite-RGB-48x48.jpg,59,114,,False,False,29,113,=205,133,301+,301+,80,202,239,57,152,113,97.4,56.8,48.3,52.5,10.9,16.2,78.5,29.7,28.8,79.8,69.8,65.2
University of Milan,/universities/university-milan,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/230331095733am940735university-of-milan-1873-large-48x48.jpg,58.8,115,,False,False,301+,56,=29,181,301+,89,202,219,301+,130,154,127,14.3,78.9,94.1,40.2,13.6,59.7,44.1,25.6,8.1,53.1,69.8,61.2
University of Surrey,/universities/university-surrey,Europe,United Kingdom,Guildford,https://www.topuniversities.com/sites/default/files/230822021755pm944389Surrey-Logo-200x200px-48x48.jpg,58.8,116,,False,False,228,175,=122,135,108,135,45,301+,45,168,122,188,44.7,40.1,71.9,52.1,60.8,48,90.3,4.8,93.6,40.7,77.4,39.2
University of Twente,/universities/university-twente,Europe,Netherlands,Enschede,https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg,58.6,117,,False,False,154,173,187,87,99,60,126,=295,32,301+,129,245,58.8,40.4,53.4,68.1,63.2,66.1,66,13.9,98.3,10.1,75.3,28
Technische Universität Wien,/universities/vienna-university-technology,Europe,Austria,Vienna,https://www.topuniversities.com/sites/default/files/vienna-university-of-technology_653_small.jpg,58.2,118,,False,False,301+,103,=231,63,104,8,296,301+,112,301+,197,242,29.2,59.8,39.5,78.1,61.4,95.3,22.7,12.4,72.7,17.3,60.4,28.7
Université Grenoble Alpes,/universities/universite-grenoble-alpes,Europe,France,Grenoble,https://www.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,57.5,119,,False,False,301+,75,=164,217,187,85,215,143,281,113,45,213,17.9,72.4,59.6,34.6,41,61.5,41.8,43.1,18.4,58.3,91.8,33.9
Friedrich-Alexander-Universität Erlangen-Nürnberg,/universities/friedrich-alexander-universitat-erlangen-nurnberg,Europe,Germany,Erlangen,https://www.topuniversities.com/sites/default/files/220609081209am601836FAU-Logo-quadratisch-48x48.jpg,57.4,120,,False,False,301+,143,=93,123,154,5,183,103,253,76,107,196,12.5,48.4,79.9,57.7,49,97,48.3,56.5,25.9,70.8,80,37.8
Heriot-Watt University,/universities/heriot-watt-university,Europe,United Kingdom,Edinburgh,https://www.topuniversities.com/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg,57,121,,False,False,282,214,154,130,69,92,21,294,20,160,214,149,34.6,33.3,61.7,54.8,71.4,59.6,97.1,14.1,100,43.6,56.9,51.4
Ecole des Ponts ParisTech,/universities/ecole-des-ponts-paristech,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg,56.9,122,,False,False,18,251+,=228,48,21,47,15,26,227,44,301+,140,99.4,18,39.8,82.6,93.9,71.2,98.3,96.7,32.5,86.2,20.5,56.3
Jagiellonian University,/universities/jagiellonian-university,Europe,Poland,Krakow,https://www.topuniversities.com/sites/default/files/jagiellonian-university_300_small.jpg,56.9,123,,False,False,75,93,=122,68,301+,301+,301+,110,301+,172,148,97,80.1,64.3,71.9,76.2,21.2,18.4,5.3,54.5,5.4,39.2,70,69.1
Middle East Technical University,/universities/middle-east-technical-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/middle-east-technical-university_2110_small.jpg,55.7,124,,False,False,301+,109,=47,34,278,163,301+,232,301+,32,250,128,23.4,57.6,89.3,88.2,25.3,43.6,16.4,23.4,11.8,89.3,50.8,61.2
Universidad Carlos III de Madrid (UC3M),/universities/universidad-carlos-iii-de-madrid-uc3m,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg,55.3,125,,False,False,105,106,=112,64,147,301+,301+,13,163,86,297,246,71,58.8,75.1,77.7,50.9,14.5,4.2,99.9,53.3,69.3,38.4,27.7
University of Leicester,/universities/university-leicester,Europe,United Kingdom,Leicester,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,55.3,126,,False,False,200,169,138,196,86,141,97,150,109,301+,103,180,51.3,41.4,67.2,37,68.5,47,72.9,41.5,74.3,17.8,80.4,42.6
University of Turku,/universities/university-turku,Europe,Finland,Turku,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,55.3,127,,False,False,110,129,71,187,301+,174,177,96,251,40,140,109,70.1,52.3,84.9,38.6,10.1,42.4,50.1,59,26.2,87.1,72.2,66.6
Université Paris Cité,/universities/universite-paris-cite,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/230601025838am526615Logotype-UPCite-Enlighten-200px-48x48.jpg,54.2,128,,False,False,301+,111,=148,251+,246,28,57,301+,277,301+,10,253,17.8,57,63.6,20.2,29,84.1,87.5,5.2,19.2,17.4,98.9,26.5
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg,54.1,129,,False,False,145,110,84,131,247,226,240,129,301+,227,117,207,60.2,57.4,82.1,54.8,29,35.8,35.2,48,8.5,28.5,78.5,35
Universidad Politécnica de Madrid (UPM),/universities/universidad-politecnica-de-madrid,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/politcnica-de-madrid_1507_small.jpg,54,130,,False,False,301+,114,=52,53,202,278,301+,301+,301+,301+,146,57,29.5,56.5,88.5,80.8,37.4,27,12.2,8.6,3.6,5.5,70.3,82.6
"City, University of London",/universities/city-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/city-university-of-london_354_small.jpg,53.8,131,,False,False,301+,165,162,147,64,229,29,301+,56,301+,288,100,13.2,41.7,60.3,49.8,72.9,35,95,4.9,90.9,5.3,42,68.8
Technical University of Darmstadt,/universities/technical-university-darmstadt,Europe,Germany,Darmstadt,https://www.topuniversities.com/sites/default/files/technische-universitt-darmstadt_628_small.jpg,53.2,132,,False,False,301+,171,227,89,61,15,271,199,156,90,246,75,14.8,41.2,40.5,67.8,73,90.5,27.2,30.3,56.8,66,51.1,76.3
University of Pisa,/universities/university-pisa,Europe,Italy,Pisa,https://www.topuniversities.com/sites/default/files/university-of-pisa_499_small.jpg,52.3,133,,False,False,301+,84,=81,197,301+,78,291,86,301+,124,130,229,22.5,68,82.3,37,9.7,62.7,23.6,65.5,6.4,54.8,75.3,30.1
University of Southern Denmark (SDU),/universities/university-southern-denmark-sdu,Europe,Denmark,Odense,https://www.topuniversities.com/sites/default/files/university-of-southern-denmark_592560cf2aeae70239af4c53_small.jpg,52,134,,False,False,294,179,39,166,238,155,118,=194,101,179,185,179,33.1,39.5,91.8,43.5,30.4,44.6,68.7,30.5,76.7,35.6,63.6,43.2
École Normale Supérieure de Lyon,/universities/ecole-normale-superieure-de-lyon,Europe,France,Lyon,https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg,52,135,,False,False,26,118,301+,183,301+,4,203,185,136,301+,241,301+,98.3,55.4,20.2,39.6,19.9,98.8,44.1,33.9,64.4,14.6,52.5,15.2
University of Turin,/universities/university-turin,Europe,Italy,Turin,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,51.7,136,,False,False,301+,80,=49,251+,301+,127,212,301+,301+,301+,126,76,7.6,71.7,89,22.4,11.7,49.7,42.4,3,5,7.2,76.4,76.2
University of Tartu,/universities/university-tartu,Europe,Estonia,Tartu,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,51.5,137,,False,False,28,148,=205,211,301+,282,301+,57,192,26,111,54,98,46.5,48.3,35.5,16.9,26.2,14.4,79.8,42.8,93.5,79.1,83.8
Istanbul Technical University,/universities/istanbul-technical-university,Asia,Türkiye,Maslak-Istanbul,https://www.topuniversities.com/sites/default/files/istanbul-technical-university_296_small.jpg,51.3,138,5,False,False,301+,130,=108,37,269,197,301+,177,301+,121,228,137,25.2,52.1,75.5,87.3,26.2,39.2,4.7,36.9,7.8,56.5,54.7,57.9
University of Coimbra,/universities/university-coimbra,Europe,Portugal,Coimbra,https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,51.3,139,5,False,False,301+,126,70,208,177,53,301+,27,301+,96,95,199,21.2,53.1,86,35.7,43.3,67.6,16.8,96.3,11.3,64.8,82.4,37.2
University of East Anglia (UEA),/universities/university-east-anglia-uea,Europe,United Kingdom,Norwich,https://www.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,50.9,140,,False,False,301+,187,=49,251+,188,132,18,261,147,277,134,269,30,38.1,89,26.6,40.9,48.3,97.7,18.4,60.9,21.8,73.5,24.7
University of Oulu,/universities/university-oulu,Europe,Finland,Oulu,https://www.topuniversities.com/sites/default/files/university-of-oulu_476_small.jpg,50.8,141,,False,False,229,222,=40,175,301+,61,187,28,174,75,104,187,44.5,32.2,91.6,41.2,16.7,66,47.8,95.3,47.9,71.4,80.2,39.4
Universidade Nova de Lisboa,/universities/universidade-nova-de-lisboa,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,50.7,142,,False,False,292,131,166,144,146,164,301+,79,264,195,138,163,33.3,52,59.2,50.7,50.9,43.5,21.5,70.1,23.3,33.4,72.6,47.3
Oxford Brookes University,/universities/oxford-brookes-university,Europe,United Kingdom,Oxford,https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg,50.5,143,,False,False,301+,121,185,50,161,301+,301+,301+,143,301+,270,173,28.8,53.9,54.4,81.7,47.3,18.7,17.7,1,62.5,6.3,46.5,44.4
Sciences Po,/universities/sciences-po,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,50.3,144,,False,False,49,203,=133,102,20,301+,301+,19,171,14,301+,12,91.1,35.6,69.8,63.9,94.8,7,11.8,99.4,50,98.7,6.8,98.8
Universität Innsbruck,/universities/universitat-innsbruck,Europe,Austria,Innsbruck,https://www.topuniversities.com/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg,50.3,145,,False,False,62,177,245,251+,9,301+,235,301+,18,53,243,67,84.6,39.8,36.5,24.6,100,20,36,12.4,100,80.9,51.3,79.2
Universität Stuttgart,/universities/universitat-stuttgart,Europe,Germany,Stuttgart,https://www.topuniversities.com/sites/default/files/universitt-stuttgart_580_small.jpg,50.3,146,,False,False,301+,151,186,119,137,16,301+,131,214,19,230,161,19.9,45.5,53.9,58.4,53.1,89.8,12.4,47.5,34.9,97.3,54.2,47.9
Aalborg University,/universities/aalborg-university,Europe,Denmark,Aalborg,https://www.topuniversities.com/sites/default/files/aalborg-university_1262_small.jpg,49.4,147,5,False,False,206,180,=177,138,301+,102,219,=194,117,301+,94,208,50.3,39.4,55.6,51.4,14.2,55.8,40.4,30.5,69.7,7.8,82.6,34.8
Aix-Marseille University,/universities/aix-marseille-university,Europe,France,Marseille,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,49.4,148,,False,False,301+,96,105,251+,301+,225,166,237,280,301+,12,258,18.7,62.8,76.5,15.9,15.4,35.9,52.3,22.3,18.5,17.5,98.5,25.2
IE University,/universities/ie-university,Europe,Spain,Segovia,https://www.topuniversities.com/sites/default/files/230302024505pm732571IE-univ-logo-200x200-48x48.jpg,49,149,,False,False,127,251+,301+,65,1,301+,103,4,59,3,301+,63,65.4,15.4,20.5,77.4,100,3.6,71.3,100,90.3,100,1.2,80.3
Brunel University London,/universities/brunel-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,48.6,150,,False,False,301+,251+,=110,193,55,188,58,301+,28,301+,157,170,18,23.8,75.3,37.3,74.1,40.7,87.3,1.7,99.3,2.2,68.4,45.1
University of Florence,/universities/university-florence,Europe,Italy,Florence,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg,48.6,151,,False,False,301+,104,=60,251+,301+,41,301+,99,301+,78,115,171,8.5,59.6,87,20.7,18.3,73.7,19.3,58.2,8.6,70.5,78.7,44.6
Dublin City University,/universities/dublin-city-university,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,48.4,152,,False,False,234,184,58,122,263,301+,199,94,120,301+,295,129,43.6,38.9,87.4,57.7,27.1,20.3,44.5,60.9,69.3,9,39.1,61.1
University of Limerick,/universities/university-limerick,Europe,Ireland,Limerick,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,48.4,153,5,False,False,271,205,121,120,216,237,222,46,87,251,240,232,36.6,35.2,72.7,58.1,35.7,34,39.8,83.8,82.5,25.6,52.7,30
Johannes Gutenberg Universität Mainz,/universities/johannes-gutenberg-universitat-mainz,Europe,Germany,Mainz,https://www.topuniversities.com/sites/default/files/johannes-gutenberg-universitt-mainz_382_small.jpg,48.1,154,,False,False,102,162,=231,220,282,301+,71,189,210,301+,123,301+,72,43.6,39.5,34.1,24.1,17.9,83,32,35.9,5.8,76.9,20.2
University of Naples - Federico II,/universities/university-naples-federico-ii,Europe,Italy,Naples,https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,48.1,155,,False,False,301+,98,=183,176,301+,36,246,291,301+,182,86,301+,10.9,61.7,54.6,40.9,1.1,76.3,33.4,14.3,2.6,34.5,84.2,13.6
National and Kapodistrian University of Athens,/universities/national-kapodistrian-university-athens,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,48,156,,False,False,301+,139,=247,110,283,146,260,301+,301+,246,116,90,4.9,49.4,36.1,61.9,24.1,46.5,29.5,9.8,10.5,26.1,78.5,71.6
Universität Konstanz,/universities/universitat-konstanz,Europe,Germany,Konstanz,https://www.topuniversities.com/sites/default/files/universitt-konstanz_323_small.jpg,48,157,,False,False,106,176,129,227,297,231,229,23,100,10,284,211,70.5,40.1,70.6,32.7,22.1,34.8,37.6,97.2,77.1,100,43.8,34.3
Università Cattolica del Sacro Cuore,/universities/universita-cattolica-del-sacro-cuore,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/Logo-Verticale-RGB-150x150-1-48x48.jpg,47.9,158,,False,False,301+,153,=152,109,301+,182,185,48,301+,6,301+,115,19.4,45.2,62.4,62.1,10.5,41.4,48.1,82.3,11.7,100,26.5,64.9
Université de Strasbourg,/universities/universite-de-strasbourg,Europe,France,Strasbourg,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,47.8,159,,False,False,301+,87,=258,251+,261,238,193,301+,220,301+,124,275,13,67.1,34.5,27,27.2,34,46.1,5.2,33.4,14.6,76.9,23.9
Tilburg University,/universities/tilburg-university,Europe,Netherlands,Tilburg,https://www.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,47.7,160,,False,False,301+,226,191,99,115,166,83,=295,46,301+,301+,225,22.3,31.1,51.5,64.6,59.9,43.4,78.2,13.9,93.4,10.1,27.1,30.7
Masaryk University,/universities/masaryk-university,Europe,Czechia,Brno,https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,47.6,161,,False,False,301+,157,=93,113,88,249,301+,=223,234,301+,160,204,22.4,44.7,79.9,61.1,68.2,32,15.9,24.7,29.5,7.6,68,35.8
University of Kent,/universities/university-kent,Europe,United Kingdom,Canterbury,https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg,47.4,162,,False,False,301+,211,=45,251+,153,128,138,228,47,301+,202,155,27,34.4,89.6,25,49,49.7,61.4,24.2,93.3,12.7,59,50
Tampere University,/universities/tampere-university,Europe,Finland,Tampere,https://www.topuniversities.com/sites/default/files/tampere-university_5bbf14847d023f5bc849ec9a_small.jpg,47.3,163,,False,False,243,163,174,159,301+,109,301+,54,231,67,159,151,41.4,43.6,56.8,45.4,12.8,54,20.1,80.3,30.3,73.8,68.1,51.2
Universidad de Sevilla,/universities/universidad-de-sevilla,Europe,Spain,Seville,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,46.9,164,,False,False,301+,90,=199,242,284,301+,301+,58,301+,60,85,301+,32.1,66.1,49.8,30,24,24.5,5.9,79.8,4,77,84.4,9.7
University of Granada,/universities/university-granada,Europe,Spain,Granada,https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,46.6,165,,False,False,301+,78,176,251+,301+,134,301+,301+,301+,301+,26,301+,13.6,72.1,55.8,28.6,12.9,48.1,12.9,8.6,3.7,5.5,95.5,7.3
Université de Liège,/universities/universite-de-liege,Europe,Belgium,Liège,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,46.1,166,,False,False,301+,200,=144,185,141,196,209,=246,181,=261,92,195,26.5,36.2,65,39.2,52.1,39.4,42.6,20.3,46.4,23.8,82.7,38.3
 University of Dundee,/universities/university-dundee,Europe,United Kingdom,Dundee,https://www.topuniversities.com/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,45.6,167,5,False,False,165,197,=220,207,126,301+,81,301+,83,255,266,301+,56.5,36.5,42.6,35.8,57.1,15.8,78.4,9.1,83.9,24.8,46.8,15.1
