University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Employer Reputation Rank,Faculty Student Ratio Rank,Web Impact Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,International Research Network Rank,Citations per Paper Rank,Papers per Faculty Rank,Employer Reputation Score,Faculty Student Ratio Score,Web Impact Score,Academic Reputation Score,Faculty Staff with PhD Score,International Research Network Score,Citations per Paper Score,Papers per Faculty Score
Universidad Nacional Costa Rica,/universities/universidad-nacional-costa-rica,Latin America,Costa Rica,Heredia,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,43.6,83,,FALSE,FALSE,54,167,54,74,201+,106,171,200,61,34.3,48.3,43.5,14.8,53.8,21.6,11.5
Tecnológico de Costa Rica -TEC,/universities/tecnologico-de-costa-rica-tec,Latin America,Costa Rica,Cartago,https://www.topuniversities.com/sites/default/files/tecnolgico-de-costa-rica-tec_592560cf2aeae70239af562c_small.jpg,43.5,84,,FALSE,FALSE,28,88,165,101,168,158,201+,189,82.2,58.1,20.1,35.1,27.5,32.3,3,12.2
Universidade do Estado do Rio de Janeiro (UERJ),/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,43.3,85,,FALSE,FALSE,150,121,26,89,173,32,169,79,21.6,45.3,76.3,38.8,26.4,91.9,22.1,42.4
Universidade Federal do Rio Grande Do Norte,/universities/universidade-federal-do-rio-grande-do-norte,Latin America,Brazil,Rio Grande do Norte,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-norte_592560cf2aeae70239af5357_small.jpg,43.2,86,,FALSE,FALSE,151+,201+,31,151+,38,33,66,52,7.4,24.1,71.2,19.7,94.8,91.7,52.1,62
Universidad Industrial de Santander - UIS,/universities/universidad-industrial-de-santander-uis,Latin America,Colombia,Bucaramanga,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,42.9,87,,FALSE,FALSE,43,201+,201+,79,104,148,201+,84,72.4,15.2,13.6,41.9,48.8,35.5,4.1,39.2
Universidad del Desarrollo (UDD),/universities/universidad-del-desarrollo-udd,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-del-desarrollo-udd_592560cf2aeae70239af52cd_small.jpg,42.6,88,,FALSE,FALSE,68,166,96,120,201+,109,24,150,52.9,34.5,32.3,27.8,13.1,51.7,84.1,18
Universidad del Pacífico,/universities/universidad-del-pacifico,Latin America,Peru,Jesús María,https://www.topuniversities.com/sites/default/files/230418045249pm477630profilePic01-48x48.jpg,42.5,89,,FALSE,FALSE,29,201+,184,110,100,201+,130,74,80.9,8.3,18.3,30.9,51.6,20.9,30.1,45.3
Pontifícia Universidade Católica do Paraná,/universities/pontificia-universidade-catolica-do-parana,Latin America,Brazil,Curitiba,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-paran_592560cf2aeae70239af548d_small.jpg,42.3,90,,FALSE,FALSE,151+,171,71,151+,54,70,29,63,12.6,33.4,41.3,18.6,85.1,67.6,80.3,53.7
Universidad Católica del Uruguay (UCU),/universities/universidad-catolica-del-uruguay-ucu,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-uruguay-ucu_592560cf2aeae70239af54bb_small.jpg,42,91,,FALSE,FALSE,67,13,201+,71,201+,201+,201+,201+,52.9,99,14.3,44.2,13.3,19.8,11.9,5.6
Universidade Federal de Pelotas ,/universities/universidade-federal-de-pelotas,Latin America,Brazil,Pelotas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pelotas-_592560cf2aeae70239af553d_small.jpg,42,92,,FALSE,FALSE,151+,86,65,151+,35,89,80,34,3.6,59.7,43.2,20.8,95.3,60.2,47.8,76.6
Instituto Tecnológico de Buenos Aires (ITBA),/universities/instituto-tecnologico-de-buenos-aires-itba,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,41.7,93,,FALSE,FALSE,35,96,201+,94,154,201+,181,201+,76.5,54.3,10,37.2,32.9,8,19.7,9.7
Universidade Federal de Viçosa (UFV),/universities/universidade-federal-de-vicosa-ufv,Latin America,Brazil,Viçosa,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg,41.7,94,,FALSE,FALSE,151+,159,43,150,16,100,106,6,8.8,35.4,60.6,21.3,99.2,56.5,37.5,98.6
Universidade Federal do ABC,/universities/universidade-federal-do-abc,Latin America,Brazil,Santo André,https://www.topuniversities.com/sites/default/files/universidade-federal-do-abc_59b033e4acb2956e0b3fac91_small.jpg,40.2,95,,FALSE,FALSE,151+,201+,68,151+,1,72,31,11,4,11.5,41.9,14,100,65.7,79.5,97.3
Universidad del Bío-Bío,/universities/universidad-del-bio-bio,Latin America,Chile,Concepción,https://www.topuniversities.com/sites/default/files/universidad-del-bio-bio_592560cf2aeae70239af5128_small.jpg,39.8,96,,FALSE,FALSE,151+,201+,85,99,61,66,201+,32,19.1,8.3,35.3,35.8,77.2,69.7,14.6,78.5
Pontificia Universidad Católica del Ecuador (PUCE),/universities/pontificia-universidad-catolica-del-ecuador-puce,Latin America,Ecuador,Quito,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg,39.3,97,,FALSE,FALSE,81,186,118,52,201+,98,201+,201+,42.4,30.1,27.3,54.1,9.6,57.3,5.5,9.1
Universidad de Belgrano,/universities/universidad-de-belgrano,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/230203072839pm689446isotipo2022-Institucional-fondo-institucional-48x48.jpg,39.3,98,,FALSE,FALSE,53,12,201+,84,201+,201+,201+,201+,61.2,99.1,10.9,39.3,17.8,3,1.1,2.2
Universidade Estadual de Maringá,/universities/universidade-estadual-de-maringa,Latin America,Brazil,Maringá,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-maring_592560cf2aeae70239af5529_small.jpg,39.3,99,,FALSE,FALSE,151+,101,30,151+,22,95,79,37,4.1,52.5,71.8,9.8,97.8,59.3,48,73.7
Universidad de Palermo (UP),/universities/universidad-de-palermo,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_small.jpg,38.9,100,,FALSE,FALSE,88,10,168,92,120,201+,201+,201+,39.9,99.7,20,38.4,42.3,7.6,8.1,3
Universidade Federal da Paraíba,/universities/universidade-federal-da-paraba,Latin America,Brazil,João Pessoa,https://www.topuniversities.com/sites/default/files/220304121353pm298963ufpb-48x48.jpeg,38.8,101,,FALSE,FALSE,151+,201+,44,151+,26,43,154,61,11.8,21.9,60.1,17.6,96.9,86.3,24.9,54.1
Universidad Católica del Norte,/universities/universidad-catolica-del-norte,Latin America,Chile,Antofagasta,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-norte_592560cf2aeae70239af54b9_small.jpg,38.7,102,,FALSE,FALSE,151+,201+,80,151+,142,37,50,30,13.8,21.8,36.5,21.2,36.7,89.7,64.3,79.7
Universidad Nacional del Litoral,/universities/universidad-nacional-del-litoral,Latin America,Argentina,Santa Fe,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-litoral_592560cf2aeae70239af5122_small.jpg,38.6,103,,FALSE,FALSE,126,201+,171,66,166,107,59,104,26,5.8,19.7,46.6,27.8,53.1,57,32.1
Universidad Tecnológica Nacional (UTN),/universities/universidad-tecnologica-nacional-utn,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,38.3,104,,FALSE,FALSE,44,41,52,151+,201+,137,201+,201+,70.7,82.7,51.5,17.6,3.3,37.3,13.7,2.7
Universidad Nacional de San Martín (UNSAM),/universities/universidad-nacional-de-san-martin-unsam,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-martn-unsam_592560cf2aeae70239af5690_small.jpg,38.1,105,,FALSE,FALSE,151+,201+,103,72,91,79,149,103,13.2,21.7,29.9,44,55.9,63.8,25.5,32.4
Universidad de Monterrey (UDEM),/universities/universidad-de-monterrey-udem,Latin America,Mexico,San Pedro Garza García,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-06-15T131430.941-48x48.jpg,38.1,106,4,FALSE,FALSE,78,197,201+,62,89,201+,201+,192,43.5,27.1,10.3,48,57.5,23.2,6.4,12
Universidad de Guanajuato,/universities/universidad-de-guanajuato,Latin America,Mexico,Guanajuato,https://www.topuniversities.com/sites/default/files/universidad-de-guanajuato_592560cf2aeae70239af513d_small.jpg,37.7,107,,FALSE,FALSE,151+,201+,81,105,70,99,78,80,12.7,15.8,36.3,33,69.6,56.7,48,41.3
Universidade Federal do Espírito Santo,/universities/universidade-federal-do-espirito-santo,Latin America,Brazil,Vitória,https://www.topuniversities.com/sites/default/files/universidade-federal-do-esprito-santo_592560cf2aeae70239af5547_small.jpg,37.7,108,,FALSE,FALSE,151+,152,50,151+,21,50,110,51,4,38.6,52.6,10.5,98.3,82.1,36.5,62.5
Universidad de Lima,/universities/universidad-de-lima,Latin America,Peru,Lima,https://www.topuniversities.com/sites/default/files/230207011108pm679897LOGO-ULIMA-48x48.jpg,37.6,109,4,FALSE,FALSE,31,201+,88,78,201+,201+,201+,201+,78.3,13.1,34.1,41.9,11.7,23,1.7,6
Universidade Federal de Juiz de Fora- (UFJF),/universities/universidade-federal-de-juiz-de-fora-ufjf,Latin America,Brazil,Juiz de For a,https://www.topuniversities.com/sites/default/files/universidade-federal-de-juiz-de-fora-ufjf_592560cf2aeae70239af5539_small.jpg,37.5,110,,FALSE,FALSE,151+,72,132,151+,46,69,157,67,8.5,65.6,24.7,15.7,90.7,68.1,24.6,50.7
Universidade Estadual de Londrina,/universities/universidade-estadual-de-londrina,Latin America,Brazil,Londrina,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,37.3,111,,FALSE,FALSE,151+,157,98,151+,28,108,97,59,16.9,35.7,32.2,15.3,96.6,52.4,40.7,56
Universidade Presbiteriana Mackenzie,/universities/universidade-presbiteriana-mackenzie,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-presbiteriana-mackenzie_2768_small.jpg,37.2,112,,FALSE,FALSE,104,179,93,151+,76,155,33,145,33.5,31.6,32.6,15,66.8,33.7,78.4,19
Universidad ICESI,/universities/universidad-icesi,Latin America,Colombia,Cali,https://www.topuniversities.com/sites/default/files/universidad-icesi_592560cf2aeae70239af5150_small.jpg,36.8,113,,FALSE,FALSE,90,24,49,138,201+,181,153,172,38.3,96.2,53.9,23.5,14.7,27.3,25,14.3
Universidade Federal de Uberlândia,/universities/universidade-federal-de-uberlandia,Latin America,Brazil,Uberlândia,https://www.topuniversities.com/sites/default/files/universidade-federal-de-uberlndia_592560cf2aeae70239af5544_small.jpg,36.7,114,,FALSE,FALSE,151+,169,107,151+,11,61,137,53,7.1,33.8,29.4,15.7,99.5,75.8,27.7,61.3
Universidade Federal de Lavras,/universities/universidade-federal-de-lavras,Latin America,Brazil,Lavras,https://www.topuniversities.com/sites/default/files/universidade-federal-de-lavras_2742_small.jpg,36,115,,FALSE,FALSE,151+,201+,57,151+,12,77,120,5,6.8,18.3,45.7,11.8,99.5,64.2,34,98.8
"Universidad de Oriente, Santiago de Cuba",/universities/universidad-de-oriente-santiago-de-cuba,Latin America,Cuba,Santiago de Cuba,https://www.topuniversities.com/sites/default/files/universidad-de-oriente-santiago-de-cuba_592560cf2aeae70239af54d8_small.jpg,35.6,116,,FALSE,FALSE,103,44,201+,75,n/a,199,162,201+,33.7,81,13.7,43.1,n/a,23.4,23.6,3.5
Escuela Politécnica Nacional,/universities/escuela-politecnica-nacional,Latin America,Ecuador,Quito,https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small.jpg,35.2,117,,FALSE,FALSE,122,145,152,127,121,103,201+,47,26.7,40.1,21.7,26.7,41.9,55.8,14.9,65.2
Federal University of Technology-Parana,/universities/federal-university-technology-parana,Latin America,Brazil,Curitiba,https://www.topuniversities.com/sites/default/files/universidade-tecnolgica-federal-do-paran_592560cf2aeae70239af5556_small.jpg,35,118,,FALSE,FALSE,151+,144,110,151+,39,56,104,62,5.9,40.2,28.8,7.1,94.4,79.6,39.4,54
Universidade do Vale do Rio Dos Sinos - UNISINOS,/universities/universidade-do-vale-do-rio-dos-sinos-unisinos,Latin America,Brazil,São Leopoldo,https://www.topuniversities.com/sites/default/files/universidade-do-vale-do-rio-dos-sinos_592560cf2aeae70239af5526_small.jpg,34.8,119,,FALSE,FALSE,151+,201+,42,151+,45,118,126,35,12.2,20.9,61.1,14,91.1,49,31.3,74.2
Universidade Federal do Rio Grande ,/universities/universidade-federal-do-rio-grande,Latin America,Brazil,Rio Grande,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-_592560cf2aeae70239af554c_small.jpg,34.1,120,,FALSE,FALSE,n/a,130,196,151+,36,93,55,36,n/a,43.1,17.2,5.9,95.1,59.4,58.6,73.8
Universidade Federal do Pará,/universities/universidade-federal-do-para,Latin America,Brazil,Belém,https://www.topuniversities.com/sites/default/files/universidade-federal-do-par_592560cf2aeae70239af554d_small.jpg,33.9,121,,FALSE,FALSE,151+,201+,41,151+,41,60,184,82,5.9,19.7,62.8,14.9,93,77.2,19.5,40.8
Universidad Nacional de Ingeniería ,/universities/universidad-nacional-de-ingenieria,Latin America,Peru,Lima,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ingeniera-_592560cf2aeae70239af57dd_small.jpg,33.6,122,,FALSE,FALSE,47,198,62,104,n/a,201+,201+,154,69.2,26.9,44.8,33,n/a,17.5,2.3,17.2
Universidad de Las Américas Ecuador,/universities/universidad-de-las-americas-ecuador,Latin America,Ecuador,Quito,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-ecuador_24582_small.jpg,33.6,123,,FALSE,FALSE,148,168,32,116,201+,104,98,201+,22,33.9,67.5,29.1,14.9,54.8,40.6,10.9
Universidad Autónoma de Chile,/universities/universidad-autonoma-de-chile,Latin America,Chile,Providencia,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chile_592560e09988f300e2320bc6_small.jpg,33.4,124,,FALSE,FALSE,151+,201+,141,137,180,58,27,106,10.1,10.7,23.9,23.6,24.2,77.6,82.5,31.6
Universidad de Antofagasta,/universities/universidad-de-antofagasta,Latin America,Chile,Antofagasta,https://www.topuniversities.com/sites/default/files/universidad-de-antofagasta_592560cf2aeae70239af512c_small.jpg,33.4,125,,FALSE,FALSE,151+,201+,201+,151+,102,88,3,46,4.9,13.4,4.2,14.7,50.6,60.2,99.9,65.9
Universidad Espíritu Santo (UEES),/universities/universidad-espiritu-santo-uees,Latin America,Ecuador,Samborondón,https://www.topuniversities.com/sites/default/files/universidad-espritu-santo_592560cf2aeae70239af5629_small.jpg,33.4,126,5,FALSE,FALSE,151+,146,201+,151+,101,142,34,78,19.7,39.7,7.9,14.1,51.2,36.7,77.7,44.4
Universidad Nacional del Sur,/universities/universidad-nacional-del-sur,Latin America,Argentina,Bahia Blanca,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-sur_592560cf2aeae70239af550a_small.jpg,33.3,127,,FALSE,FALSE,151+,89,148,134,143,57,167,141,9.7,58,22.4,25.2,36.2,79.2,22.5,19.9
Universidad Peruana de Ciencias Aplicadas (UPC),/universities/universidad-peruana-de-ciencias-aplicadas-upc,Latin America,Peru,Monterrico,https://www.topuniversities.com/sites/default/files/240206095824pm847134upc-logo-48x48.jpg,32.9,128,4,FALSE,FALSE,37,201+,166,91,201+,201+,201+,201+,75.2,8.7,20.1,38.4,5.8,14.6,1,6.6
Universidade Federal de Ouro Preto ,/universities/universidade-federal-de-ouro-preto,Latin America,Brazil,Ouro Preto,https://www.topuniversities.com/sites/default/files/universidade-federal-de-ouro-preto-_592560cf2aeae70239af553b_small.jpg,32.6,129,,FALSE,FALSE,151+,165,155,151+,30,122,141,48,9.6,34.7,21.4,14.3,96.5,42.9,26.7,64.6
Universidad Tecnológica de Panamá (UTP),/universities/universidad-tecnologica-de-panama-utp,Latin America,Panama,Panama City,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-panam-utp_592560cf2aeae70239af4db4_small.jpg,32.5,130,,FALSE,FALSE,64,94,201+,95,201+,201+,201+,201+,54.3,55.4,14.6,36.3,8.9,13,1.1,3.3
Universidad Nacional de la Asunción,/universities/universidad-nacional-de-la-asuncion,Latin America,Paraguay,San Lorenzo,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-asuncin_592560cf2aeae70239af5503_small.jpg,32.4,131,,FALSE,FALSE,83,63,140,139,201+,126,201+,201+,41.6,72,24,23.3,12.6,40.3,12.5,2.4
Universidad Nacional de Mar del Plata,/universities/universidad-nacional-de-mar-del-plata,Latin America,Argentina,Mar del Plata,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,32.3,132,,FALSE,FALSE,151+,201+,127,87,n/a,74,115,54,14.6,14.1,25.9,39,n/a,64.4,34.9,61.1
"Universidad Central ""Marta Abreu"" de Las Villas",/universities/universidad-central-marta-abreu-de-las-villas,Latin America,Cuba,Santa Clara,https://www.topuniversities.com/sites/default/files/universidad-central-marta-abreu-de-las-villas_592560cf2aeae70239af54c1_small.jpg,31.9,133,,FALSE,FALSE,151+,6,188,135,134,111,196,201+,4.7,100,17.7,24.3,38.9,51.5,15.5,5.3
Universidade Federal de Itajubá,/universities/universidade-federal-de-itajuba,Latin America,Brazil,Itajubá,https://www.topuniversities.com/sites/default/files/universidade-federal-de-itajub_592560cf2aeae70239af5538_small.jpg,31.7,134,,FALSE,FALSE,151+,194,76,151+,17,185,85,25,8.7,27.8,39.8,6.4,98.9,26.7,46.4,83.1
Universidad Mayor de San Andrés (UMSA),/universities/universidad-mayor-de-san-andres-umsa,Latin America,Bolivia,La Paz,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-andrs-umsa_592560cf2aeae70239af561a_small.jpg,31.4,135,,FALSE,FALSE,151+,201+,92,112,201+,112,7,201+,12.3,2.6,32.7,30.6,7.6,50.9,99.6,3.6
Universidad Autónoma del Estado de Hidalgo (UAEH),/universities/universidad-autonoma-del-estado-de-hidalgo-uaeh,Latin America,Mexico,Pachuca,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-hidalgo-uaeh_592560cf2aeae70239af54ac_small.jpg,31.3,136,4,FALSE,FALSE,110,51,201+,151+,201+,165,84,201+,30.6,77.5,13.7,16.6,17.2,30.7,46.4,7.7
Universidad de La Serena,/universities/universidad-de-la-serena,Latin America,Chile,La Serena,https://www.topuniversities.com/sites/default/files/universidad-de-la-serena_1712_small.jpg,31.3,137,,FALSE,FALSE,151+,201+,201+,151+,129,156,5,50,13,7.3,12.6,16.9,39.3,33,99.9,63.1
Universidad de Tarapaca,/universities/universidad-de-tarapaca,Latin America,Chile,Arica,https://www.topuniversities.com/sites/default/files/universidad-de-tarapaca_592560cf2aeae70239af5130_small.jpg,30.9,138,,FALSE,FALSE,151+,201+,180,151+,201+,48,54,9,10.6,9.5,18.7,15.7,10.4,83.1,60.7,97.8
"ITESO, Universidad Jesuita de Guadalajara",/universities/iteso-universidad-jesuita-de-guadalajara,Latin America,Mexico,Tlaquepaque,https://www.topuniversities.com/sites/default/files/iteso-universidad-jesuita-de-guadalajara_592560cf2aeae70239af5485_small.jpg,30.6,139,,FALSE,FALSE,123,21,136,125,159,201+,201+,201+,26.6,97,24.3,26.8,29.3,4.5,10.3,2
Universidad Autónoma de San Luis de Potosí,/universities/universidad-autonoma-de-san-luis-de-potosi,Latin America,Mexico,San Luis Potosí,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-san-luis-de-potos_592560cf2aeae70239af54a5_small.jpg,30.6,140,,FALSE,FALSE,151+,201+,89,128,112,75,132,96,9.3,16.3,34,26.4,45.2,64.3,29.6,33.9
Instituto Tecnológico de Santo Domingo (INTEC),/universities/instituto-tecnologico-de-santo-domingo-intec,Latin America,Dominican Republic,Santo Domingo,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-santo-domingo-intec_592560cf2aeae70239af5391_small.jpg,30.4,141,,FALSE,FALSE,108,129,201+,151+,201+,201+,6,201+,32.7,43.6,8.6,12.6,15.9,16.7,99.8,5
Universidad Autónoma de Baja California,/universities/universidad-autonoma-de-baja-california,Latin America,Mexico,Baja California,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-baja-california_592560cf2aeae70239af5138_small.jpg,30.1,142,4,FALSE,FALSE,131,201+,138,107,132,134,136,201+,25,12.9,24.1,32.3,39,38.1,28.4,10.7
Universidad Nacional Agraria la Molina,/universities/universidad-nacional-agraria-la-molina,Latin America,Peru,Lima,https://www.topuniversities.com/sites/default/files/universidad-nacional-agraria-la-molina_592560cf2aeae70239af515c_small.jpg,30,143,,FALSE,FALSE,96,164,129,118,165,169,201+,177,35.8,34.9,25.3,28.7,28,30,11.8,13.4
Universidad del Zulia,/universities/universidad-del-zulia,Latin America,Venezuela,Maracaibo,https://www.topuniversities.com/sites/default/files/universidad-del-zulia_592560cf2aeae70239af5636_small.jpg,29.9,144,,FALSE,FALSE,100,201+,201+,77,n/a,140,201+,45,35.4,9,6.5,42,n/a,37,1.9,65.9
Universidad Veracruzana,/universities/universidad-veracruzana,Latin America,Mexico,Xalapa,https://www.topuniversities.com/sites/default/files/universidad-veracruzana_592560cf2aeae70239af513a_small.jpg,29.8,145,,FALSE,FALSE,151+,201+,64,96,106,135,201+,198,15.3,22.5,43.4,36.2,47.7,38.1,5.2,11.6
Universidade Federal de Sergipe (UFS) ,/universities/universidade-federal-de-sergipe-ufs,Latin America,Brazil,São Christovão,https://www.topuniversities.com/sites/default/files/universidade-federal-de-sergipe-ufs-_592560cf2aeae70239af5542_small.jpg,29.5,146,,FALSE,FALSE,151+,149,87,151+,50,94,187,90,3.6,38.9,34.6,10,87.8,59.3,18.5,36.8
Universidad Argentina de la Empresa (UADE),/universities/universidad-argentina-de-la-empresa-uade,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-argentina-de-la-empresa-uade_592560cf2aeae70239af5494_small.jpg,29,147,,FALSE,FALSE,52,22,201+,151+,201+,n/a,n/a,201+,62,96.4,7.7,14.1,5.7,n/a,n/a,1.3
Universidade Federal de Campina Grande,/universities/universidade-federal-de-campina-grande,Latin America,Brazil,Campina Grande,https://www.topuniversities.com/sites/default/files/universidade-federal-de-campina-grande_592560cf2aeae70239af5536_small.jpg,29,148,,FALSE,FALSE,151+,57,122,151+,56,177,201+,77,2.9,74.6,26.5,13.3,84.5,28.4,4.1,44.8
Universidad Nacional de Quilmes,/universities/universidad-nacional-de-quilmes,Latin America,Argentina,Bernal,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-quilmes_592560df9988f300e23209d5_small.jpg,28.8,149,,FALSE,FALSE,151+,201+,91,109,63,131,201+,134,8.1,9,32.7,31.2,76.2,38.5,10.3,21.8
Universidade Federal Rural do Rio de Janeiro ,/universities/universidade-federal-rural-do-rio-de-janeiro,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-rural-do-rio-de-janeiro-_592560cf2aeae70239af554f_small.jpg,28.7,150,,FALSE,FALSE,151+,100,201+,151+,13,162,186,69,6.5,53.2,11.7,7.5,99.5,31.5,19,50.1
Universidade Federal de Alfenas ,/universities/universidade-federal-de-alfenas,Latin America,Brazil,Alfenas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-alfenas-_592560cf2aeae70239af5534_small.jpg,28.7,151,,FALSE,FALSE,151+,79,201+,151+,31,196,116,56,3.7,62.9,9.6,3.3,96.4,23.7,34.7,59.5
Pontifícia Universidade Católica de Campinas,/universities/pontificia-universidade-catolica-de-campinas,Latin America,Brazil,Campinas,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-campinas_592560cf2aeae70239af548b_small.jpg,n/a,152,,FALSE,FALSE,151+,201+,183,151+,51,201+,99,132,18.1,18.1,18.4,20.9,86,6.3,39.9,21.8
Universidade de Fortaleza (University of Fortaleza),/universities/universidade-de-fortaleza-university-fortaleza,Latin America,Brazil,Fortaleza,https://www.topuniversities.com/sites/default/files/universidade-de-fortaleza-university-of-fortaleza_592560e09988f300e2320ae6_small.jpg,n/a,153,,FALSE,FALSE,151+,201+,147,151+,96,144,4,95,5.8,22,22.9,2.7,53.1,36.3,99.9,34
Universidad Alberto Hurtado,/universities/universidad-alberto-hurtado,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-alberto-hurtado_716_small.jpg,n/a,154,,FALSE,FALSE,132,201+,201+,98,149,201+,201+,42,24.7,12.7,15.2,35.8,34,17.5,1.8,69
Universidad Autonoma de Yucatan,/universities/universidad-autonoma-de-yucatan,Latin America,Mexico,Mérida,https://www.topuniversities.com/sites/default/files/universidad-autonoma-de-yucatan_592560cf2aeae70239af513b_small.jpg,n/a,155,,FALSE,FALSE,151+,201+,105,136,67,127,166,94,6.8,14.8,29.6,24.1,70.8,39.5,22.6,34.6
"ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",/universities/ulacit-universidad-latinoamericana-de-ciencia-y-tecnologia-costa-rica,Latin America,Costa Rica,San José,https://www.topuniversities.com/sites/default/files/-ulacit-universidad-latinoamericana-de-ciencia-y-tecnologa-costa-rica_592560cf2aeae70239af4dbb_small.jpg,n/a,156,,FALSE,FALSE,55,187,201+,106,201+,n/a,n/a,n/a,60.6,29.9,3.7,32.9,11.3,n/a,n/a,n/a
Universidad de Magallanes,/universities/universidad-de-magallanes,Latin America,Chile,Punta Arenas,https://www.topuniversities.com/sites/default/files/universidad-de-magallanes_592560cf2aeae70239af5132_small.jpg,n/a,157,,FALSE,FALSE,151+,110,201+,151+,n/a,119,15,102,6.3,48.7,11.1,11.1,n/a,48.9,94.2,32.5
