University Name,Path,Absolute Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Faculty Rank,International Students Ratio Rank,Faculty Student Ratio Rank,International Faculty Ratio Rank,Academic Reputation Rank,Sustainability Rank,International Research Network Rank,Employment Outcomes Rank,Employer Reputation Rank,Citations per Faculty Score,International Students Ratio Score,Faculty Student Ratio Score,International Faculty Ratio Score,Academic Reputation Score,Sustainability Score,International Research Network Score,Employment Outcomes Score,Employer Reputation Score
University of Pennsylvania,/universities/university-pennsylvania,https://www.topuniversities.com/universities/university-pennsylvania,North America,United States,Philadelphia,https://staging.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg,90.3,11,,FALSE,FALSE,138,226,28,188,31,71,137,7,45,74,66.2,99.8,90.9,96.3,93,91.9,100,91.9
"University of California, Berkeley (UCB)",/universities/university-california-berkeley-ucb,https://www.topuniversities.com/universities/university-california-berkeley-ucb,North America,United States,Berkeley,https://staging.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,90.1,12,,FALSE,FALSE,33,242,615,182,6,2,39,23,6,98.2,61,23.5,91.5,100,100,97.2,98.4,100
The University of Melbourne,/universities/university-melbourne,https://www.topuniversities.com/universities/university-melbourne,Oceania,Australia,Parkville,https://staging.topuniversities.com/sites/default/files/211118103607am165180PRIMARY-A-A4-Vertical-Housed-RGB-200px-48x48.jpg,88.9,13,,FALSE,FALSE,62,39,701+,148,21,9,33,39,39,93,99.8,15.4,95.1,98.5,99.6,97.4,96.5,93.9
Peking University,/universities/peking-university,https://www.topuniversities.com/universities/peking-university,Asia,China (Mainland),Beijing,https://staging.topuniversities.com/sites/default/files/peking-university_50_small.jpg,88.5,14,,FALSE,FALSE,40,497,75,365,13,330,329,56,28,97.7,23.6,92.6,50.3,99.5,46.9,79.8,94.2,96.6
"Nanyang Technological University, Singapore (NTU Singapore)",/universities/nanyang-technological-university-singapore-ntu-singapore,https://www.topuniversities.com/universities/nanyang-technological-university-singapore-ntu-singapore,Asia,Singapore,Singapore,https://staging.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small.jpg,88.4,15,,FALSE,FALSE,66,160,130,42,42,50,178,104,92,92.4,83.5,80.6,100,91.9,95.6,89.4,83.9,73.3
Cornell University,/universities/cornell-university,https://www.topuniversities.com/universities/cornell-university,North America,United States,Ithaca,https://staging.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,87.9,16,,FALSE,FALSE,43,237,289,347,25,208,99,34,42,97.5,63.4,52.7,54.2,98.3,72.1,94,97.1,93.1
The University of Hong Kong,/universities/university-hong-kong,https://www.topuniversities.com/universities/university-hong-kong,Asia,Hong Kong SAR,Hong Kong,https://staging.topuniversities.com/sites/default/files/the-university-of-hong-kong_268_small.jpg,87.6,17,,FALSE,FALSE,89,52,124,33,27,101,300,14,135,86.4,99.3,81.2,100,97.4,89.2,81.4,99.7,59.4
The University of Sydney,/universities/university-sydney,https://www.topuniversities.com/universities/university-sydney,Oceania,Australia,Sydney,https://staging.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg,87.3,18,,FALSE,FALSE,56,17,701+,87,30,7,61,63,51,93.7,100,10.9,99.9,96.4,99.6,95.8,93.1,90
The University of New South Wales (UNSW Sydney),/universities/university-new-south-wales-unsw-sydney,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney,Oceania,Australia,Sydney,https://staging.topuniversities.com/sites/default/files/221220094647am317557UNSW-Sydney-Logo-jpeg-48x48.jpg,87.1,19,,FALSE,FALSE,49,48,660,57,43,11,20,29,50,94.9,99.4,20.6,100,90.5,99.2,98.3,97.7,90.4
Tsinghua University,/universities/tsinghua-university,https://www.topuniversities.com/universities/tsinghua-university,Asia,China (Mainland),Beijing,https://staging.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,86.5,20,,FALSE,FALSE,26,654,62,623,16,363,337,68,22,99.1,13.4,95,18.1,99.2,40.4,79.2,92.3,97.7
University of Chicago,/universities/university-chicago,https://www.topuniversities.com/universities/university-chicago,North America,United States,Chicago,https://staging.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,86.2,21,,FALSE,FALSE,197,140,69,244,17,330,245,16,29,60.8,87,94.2,79,99.1,46.9,85.1,99.1,96.4
Princeton University,/universities/princeton-university,https://www.topuniversities.com/universities/princeton-university,North America,United States,Princeton,https://staging.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,85.5,22,,FALSE,FALSE,3,264,258,701+,10,312,354,48,19,100,56.6,57,9.6,99.8,51.5,78.3,95.7,98.3
Yale University,/universities/yale-university,https://www.topuniversities.com/universities/yale-university,North America,United States,New Haven,https://staging.topuniversities.com/sites/default/files/yale-university_684_small.jpg,85.2,23,,FALSE,FALSE,363,238,3,181,9,76,100,21,7,38.6,63.3,100,91.5,99.9,92.2,93.9,98.5,99.9
Université PSL,/universities/universite-psl,https://www.topuniversities.com/universities/universite-psl,Europe,France,Paris,https://staging.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,84.7,24,,FALSE,FALSE,85,230,46,315,81,197,3,33,23,87.6,65,98.1,62.3,74.4,73.4,99.8,97.1,97.6
University of Toronto,/universities/university-toronto,https://www.topuniversities.com/universities/university-toronto,North America,Canada,Toronto,https://staging.topuniversities.com/sites/default/files/university-of-toronto_619_small.jpg,84.1,25,,FALSE,FALSE,257,90,344,132,11,1,29,19,27,50.8,96.1,44.9,96.9,99.7,100,97.7,98.7,96.9
EPFL – École polytechnique fédérale de Lausanne,/universities/epfl-ecole-polytechnique-federale-de-lausanne,https://www.topuniversities.com/universities/epfl-ecole-polytechnique-federale-de-lausanne,Europe,Switzerland,Lausanne,https://staging.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,83.5,26,,FALSE,FALSE,57,14,80,28,56,114,291,440,111,93.6,100,91.2,100,84.2,86.7,81.7,27.2,67.2
The University of Edinburgh,/universities/university-edinburgh,https://www.topuniversities.com/universities/university-edinburgh,Europe,United Kingdom,Edinburgh,https://staging.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_small.jpg,83.3,27,,FALSE,FALSE,282,41,201,111,24,15,7,222,24,47.7,99.8,65.5,98.7,98.3,99,99.5,55.9,97.2
Technical University of Munich,/universities/technical-university-munich,https://www.topuniversities.com/universities/technical-university-munich,Europe,Germany,Munich,https://staging.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg,83.2,28,,FALSE,FALSE,133,64,155,236,61,70,68,365,17,75.9,98.6,76.8,80.4,83,93.1,95.6,34.5,98.6
McGill University,/universities/mcgill-university,https://www.topuniversities.com/universities/mcgill-university,North America,Canada,Montreal,https://staging.topuniversities.com/sites/default/files/mcgill-university_592560cf2aeae70239af4c10_small.jpg,83,29,,FALSE,FALSE,212,124,224,225,34,13,94,24,56,57.9,89.6,62.3,83.7,94.3,99.1,94.2,98.3,87.6
Australian National University (ANU),/universities/australian-national-university-anu,https://www.topuniversities.com/universities/australian-national-university-anu,Oceania,Australia,Canberra,https://staging.topuniversities.com/sites/default/files/ANU-crest-48x48.jpg,82.4,30,,FALSE,FALSE,97,89,457,52,36,30,151,216,85,84.6,96.2,34.6,100,93.8,97.1,91.4,56.6,75.4
Seoul National University,/universities/seoul-national-university,https://www.topuniversities.com/universities/seoul-national-university,Asia,South Korea,Seoul,https://staging.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,82.3,31,,FALSE,FALSE,151,586,117,701+,20,46,435,4,16,71.7,16.9,83.1,10.5,98.5,96,73.2,100,98.6
Johns Hopkins University,/universities/johns-hopkins-university,https://www.topuniversities.com/universities/johns-hopkins-university,North America,United States,Baltimore,https://staging.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,82.1,32,,FALSE,FALSE,99,92,7,307,53,258,15,152,129,84.2,95.8,100,63.7,86,61.9,98.7,71.5,62.6
The University of Tokyo,/universities/university-tokyo,https://www.topuniversities.com/universities/university-tokyo,Asia,Japan,Tokyo,https://staging.topuniversities.com/sites/default/files/the-university-of-tokyo_615_small.jpg,82.1,33,,FALSE,FALSE,215,432,89,701+,7,22,207,10,9,57.3,29.7,89.3,10.1,100,98.3,87.4,99.9,99.8
Columbia University,/universities/columbia-university,https://www.topuniversities.com/universities/columbia-university,North America,United States,New York City,https://staging.topuniversities.com/sites/default/files/211207010540pm571294Webp.net-resizeimage-2021-12-07T150514.382-48x48.jpg,82,34,,FALSE,FALSE,417,79,16,413,12,211,19,9,15,31.7,97,100,41.5,99.6,71.8,98.5,99.9,98.8
The University of Manchester,/universities/university-manchester,https://www.topuniversities.com/universities/university-manchester,Europe,United Kingdom,Manchester,https://staging.topuniversities.com/sites/default/files/the-university-of-manchester_389_small.jpg,82,35,,FALSE,FALSE,307,55,297,169,33,3,12,90,20,45.1,99.2,51.3,93.1,95.6,99.8,99.2,87.6,98.1
The Chinese University of Hong Kong (CUHK),/universities/chinese-university-hong-kong-cuhk,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk,Asia,Hong Kong SAR,Hong Kong,https://staging.topuniversities.com/sites/default/files/230719090304am589775CUHK-acronym-logo-thumb-200x200%20%281%29_0.jpg,81.3,36,,FALSE,FALSE,64,137,212,58,51,114,419,82,159,92.9,87.5,64.2,100,86.7,86.7,74.2,89,53.3
Monash University,/universities/monash-university,https://www.topuniversities.com/universities/monash-university,Oceania,Australia,Melbourne,https://staging.topuniversities.com/sites/default/files/monash-university_412_small.jpg,81.2,37,,FALSE,FALSE,84,24,701+,59,47,23,81,126,78,87.6,100,9.4,100,89.2,98.2,94.8,79.4,79.6
University of British Columbia,/universities/university-british-columbia,https://www.topuniversities.com/universities/university-british-columbia,North America,Canada,Vancouver,https://staging.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg,81,38,,FALSE,FALSE,214,200,459,142,23,4,53,141,36,57.7,72.8,34.5,95.5,98.3,99.8,96.2,74.6,94.3
Fudan University,/universities/fudan-university,https://www.topuniversities.com/universities/fudan-university,Asia,China (Mainland),Shanghai,https://staging.topuniversities.com/sites/default/files/fudan-university_218_small.jpg,80.3,39,,FALSE,FALSE,107,390,140,201,54,142,519,183,55,80.7,35.1,79.7,88.4,85.7,82.7,67.2,64.4,87.8
King's College London,/universities/kings-college-london,https://www.topuniversities.com/universities/kings-college-london,Europe,United Kingdom,London,https://staging.topuniversities.com/sites/default/files/231024034600pm558869KCL-box-red-485-rgb-48x48.jpg,80.2,40,,FALSE,FALSE,238,47,210,103,44,44,17,205,64,53.6,99.5,64.3,99.1,90.3,96.2,98.6,59.8,85.7
The University of Queensland,/universities/university-queensland,https://www.topuniversities.com/universities/university-queensland,Oceania,Australia,Brisbane City,https://staging.topuniversities.com/sites/default/files/210824044126am970441uq-logo-48x48.jpg,80.2,41,,FALSE,FALSE,75,23,653,54,50,36,47,214,89,90.2,100,21.2,100,86.7,96.7,96.7,56.7,74
"University of California, Los Angeles (UCLA)",/universities/university-california-los-angeles-ucla,https://www.topuniversities.com/universities/university-california-los-angeles-ucla,North America,United States,Los Angeles,https://staging.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg,79.8,42,,FALSE,FALSE,137,515,448,407,8,232,69,53,8,74,22.3,35.4,42.2,100,67.1,95.5,94.7,99.8
New York University (NYU),/universities/new-york-university-nyu,https://www.topuniversities.com/universities/new-york-university-nyu,North America,United States,New York City,https://staging.topuniversities.com/sites/default/files/new-york-university-nyu_448_small.jpg,79.6,43,,FALSE,FALSE,453,68,83,492,32,55,126,22,14,28.6,98.1,90.5,30.2,96.3,95.4,92.6,98.4,98.8
University of Michigan-Ann Arbor,/universities/university-michigan-ann-arbor,https://www.topuniversities.com/universities/university-michigan-ann-arbor,North America,United States,Ann Arbor,https://staging.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,79,44,,FALSE,FALSE,284,359,133,299,26,254,63,55,43,47.6,39.2,80.3,65.5,97.9,62.2,95.8,94.5,92.1
Shanghai Jiao Tong University,/universities/shanghai-jiao-tong-university,https://www.topuniversities.com/universities/shanghai-jiao-tong-university,Asia,China (Mainland),Shanghai,https://staging.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,77.8,45,,FALSE,FALSE,17,553,251,558,57,154,424,144,62,99.6,19.6,58.6,23.1,84,80.3,73.7,73.5,86.3
Institut Polytechnique de Paris,/universities/institut-polytechnique-de-paris,https://www.topuniversities.com/universities/institut-polytechnique-de-paris,Europe,France,Palaiseau Cedex,https://staging.topuniversities.com/sites/default/files/institut-polytechnique-de-paris_5f3a6d4210ca6076bc71cae4_small.jpg,77.5,46,,FALSE,FALSE,92,71,55,104,189,289,173,31,10,86.1,98,95.9,99.1,44.7,54.8,89.6,97.7,99.6
The Hong Kong University of Science and Technology,/universities/hong-kong-university-science-technology,https://www.topuniversities.com/universities/hong-kong-university-science-technology,Asia,Hong Kong SAR,Hong Kong,https://staging.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small.jpg,77.1,47,,FALSE,FALSE,16,94,261,22,68,170,701+,180,179,99.7,95.4,56.7,100,81.1,77.6,46.7,65.4,50.3
Zhejiang University,/universities/zhejiang-university,https://www.topuniversities.com/universities/zhejiang-university,Asia,China (Mainland),Hangzhou,https://staging.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,77.1,48,,FALSE,FALSE,19,608,277,149,79,440,138,224,32,99.5,15.9,54.7,95,75.3,30.7,91.8,55.5,95.4
Delft University of Technology,/universities/delft-university-technology,https://www.topuniversities.com/universities/delft-university-technology,Europe,Netherlands,Delft,https://staging.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,77,49,,FALSE,FALSE,110,117,396,69,82,14,105,227,66,79.7,91.4,39.4,100,74.4,99.1,93.7,54.8,83
Kyoto University,/universities/kyoto-university,https://www.topuniversities.com/universities/kyoto-university,Asia,Japan,Kyoto,https://staging.topuniversities.com/sites/default/files/kyoto-university_328_small.jpg,76,50,,FALSE,FALSE,357,566,68,653,18,124,236,147,13,39.3,19,94.2,15.9,98.8,85.2,85.7,72.8,99
Northwestern University,/universities/northwestern-university,https://www.topuniversities.com/universities/northwestern-university,North America,United States,Evanston,https://staging.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small.jpg,76,51,,FALSE,FALSE,161,283,48,393,58,285,179,37,107,67.7,52,97.6,45.4,84,55.4,89.4,96.8,68
The London School of Economics and Political Science (LSE),/universities/london-school-economics-political-science-lse,https://www.topuniversities.com/universities/london-school-economics-political-science-lse,Europe,United Kingdom,London,https://staging.topuniversities.com/sites/default/files/london-school-of-economics-and-political-science-lse_362_small.jpg,76,52,,FALSE,FALSE,158,12,452,40,101,85,305,15,26,69.4,100,35.1,100,67.2,91.3,81.2,99.6,97
KAIST - Korea Advanced Institute of Science & Technology,/universities/kaist-korea-advanced-institute-science-technology,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,Asia,South Korea,Daejeon,https://staging.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,75.7,53,,FALSE,FALSE,46,701+,238,587,48,268,701+,187,49,96.2,10.9,60.2,21.1,87.7,60.3,46.8,63.3,91
University of Bristol,/universities/university-bristol,https://www.topuniversities.com/universities/university-bristol,Europe,United Kingdom,Bristol,https://staging.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,75.4,54,6,FALSE,FALSE,134,121,437,206,78,17,84,250,69,75.9,89.8,36.7,87.5,75.8,98.9,94.6,51.2,82.5
University of Amsterdam,/universities/university-amsterdam,https://www.topuniversities.com/universities/university-amsterdam,Europe,Netherlands,Amsterdam,https://staging.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,73.7,55,,FALSE,FALSE,67,138,648,139,60,384,50,124,163,92.2,87.5,21.4,96,83.8,38.2,96.3,79.8,52.1
Yonsei University,/universities/yonsei-university,https://www.topuniversities.com/universities/yonsei-university,Asia,South Korea,Seoul,https://staging.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,72.9,56,,FALSE,FALSE,312,287,112,590,67,103,343,88,25,44.1,51.2,84.2,20.7,81.5,88.9,78.7,87.8,97
The Hong Kong Polytechnic University,/universities/hong-kong-polytechnic-university,https://www.topuniversities.com/universities/hong-kong-polytechnic-university,Asia,Hong Kong SAR,Hong Kong SAR,https://staging.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_small.jpg,72.1,57,,FALSE,FALSE,51,110,204,39,99,173,338,181,265,94.9,91.9,65,100,68,77.4,78.9,64.5,35.6
Carnegie Mellon University,/universities/carnegie-mellon-university,https://www.topuniversities.com/universities/carnegie-mellon-university,North America,United States,Pittsburgh,https://staging.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg,72,58,,FALSE,FALSE,28,58,383,472,92,492,324,196,75,98.9,99.1,40.9,33.7,69.8,24.5,79.9,61.5,80.1
Ludwig-Maximilians-Universität München,/universities/ludwig-maximilians-universitat-munchen,https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,Europe,Germany,Munich,https://staging.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,71.6,59,,FALSE,FALSE,262,374,410,262,41,254,71,173,59,50,37.6,38.5,75.1,92.2,62.2,95.5,66.9,86.6
Universiti Malaya (UM),/universities/universiti-malaya-um,https://www.topuniversities.com/universities/universiti-malaya-um,Asia,Malaysia,Kuala Lumpur,https://staging.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,71.2,60,,FALSE,FALSE,447,234,163,324,62,132,140,163,34,29.1,64.2,75.7,60.2,82.9,83.6,91.8,69.3,95.1
Duke University,/universities/duke-university,https://www.topuniversities.com/universities/duke-university,North America,United States,Durham,https://staging.topuniversities.com/sites/default/files/duke-university_168_small.jpg,70.8,61,,FALSE,FALSE,382,243,6,647,52,186,111,99,86,35.1,61,100,16.3,86,75,93.3,85.5,74.7
City University of Hong Kong,/universities/city-university-hong-kong,https://www.topuniversities.com/universities/city-university-hong-kong,Asia,Hong Kong SAR,,https://staging.topuniversities.com/sites/default/files/240301064743am994206logo-48x48.jpg,70.7,62,,FALSE,FALSE,6,7,88,13,120,201,588,342,305,100,100,89.5,100,60.9,72.9,62.9,37.5,30.8
KU Leuven,/universities/ku-leuven,https://www.topuniversities.com/universities/ku-leuven,Europe,Belgium,Leuven,https://staging.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,70.3,63,,FALSE,FALSE,72,305,701+,163,55,313,8,139,181,91,47.7,7.1,93.8,84.6,51.2,99.5,75.3,49.6
Sorbonne University,/universities/sorbonne-university,https://www.topuniversities.com/universities/sorbonne-university,Europe,France,Paris,https://staging.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small.jpg,70.3,64,,FALSE,FALSE,144,315,363,471,49,111,4,125,166,72.3,46.7,43,33.8,87.2,87.6,99.8,79.7,52
The University of Auckland,/universities/university-auckland,https://www.topuniversities.com/universities/university-auckland,Oceania,New Zealand,Auckland,https://staging.topuniversities.com/sites/default/files/221206065357am877738QS-Website-logo-01-48x48.jpg,69.7,65,,FALSE,FALSE,166,156,701+,76,65,5,206,64,205,66.9,84,15.5,100,82.2,99.7,87.4,92.9,44.7
University of Texas at Austin,/universities/university-texas-austin,https://www.topuniversities.com/universities/university-texas-austin,North America,United States,Austin,https://staging.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,69.5,66,,FALSE,FALSE,128,685,701+,701+,38,305,144,113,60,76.7,11.7,8.1,6.1,93.5,52.1,91.7,81.7,86.6
Korea University,/universities/korea-university,https://www.topuniversities.com/universities/korea-university,Asia,South Korea,Seoul,https://staging.topuniversities.com/sites/default/files/korea-university_325_small.jpg,69,67,,FALSE,FALSE,308,321,178,665,72,124,547,81,40,45,45.7,73,15.2,78.2,85.2,65.7,89,93.8
National Taiwan University (NTU),/universities/national-taiwan-university-ntu,https://www.topuniversities.com/universities/national-taiwan-university-ntu,Asia,Taiwan,Taipei,https://staging.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,68.7,68,,FALSE,FALSE,310,451,583,644,39,94,459,11,44,44.3,27.4,25.5,16.7,93.4,90,71.5,99.9,92.1
The University of Warwick,/universities/university-warwick,https://www.topuniversities.com/universities/university-warwick,Europe,United Kingdom,Coventry,https://staging.topuniversities.com/sites/default/files/240325030130pm310608Warwick-logo-48x48.jpg,68.2,69,,FALSE,FALSE,367,57,445,119,86,98,92,175,61,37.7,99.1,35.5,98.1,72.2,89.7,94.2,65.7,86.4
University of Illinois at Urbana-Champaign,/universities/university-illinois-urbana-champaign,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,North America,United States,Champaign,https://staging.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,68.2,70,,FALSE,FALSE,124,266,701+,686,59,241,165,114,84,77.5,56.3,6.4,14,83.9,65,90.4,81.7,75.7
Universidad de Buenos Aires (UBA),/universities/universidad-de-buenos-aires-uba,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Latin America,Argentina,Buenos Aires,https://staging.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,67.6,71,,FALSE,FALSE,701+,232,183,305,35,310,430,13,38,1.6,64.6,71.7,63.9,94.1,51.8,73.4,99.8,94.1
"University of California, San Diego (UCSD)",/universities/university-california-san-diego-ucsd,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,North America,United States,San Diego,https://staging.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,67.1,72,,FALSE,FALSE,165,328,304,342,45,348,70,525,140,67,44.3,50.8,54.6,89.3,44.3,95.5,21.7,57.8
Université Paris-Saclay,/universities/universite-paris-saclay,https://www.topuniversities.com/universities/universite-paris-saclay,Europe,France,"Gif-sur-Yvette,",https://staging.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,67,73,,FALSE,FALSE,384,253,25,448,121,202,16,155,12,35,58.6,99.8,35.7,60.7,72.6,98.6,70.8,99.1
KTH Royal Institute of Technology ,/universities/kth-royal-institute-technology,https://www.topuniversities.com/universities/kth-royal-institute-technology,Europe,Sweden,Stockholm,https://staging.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,65.7,74,,FALSE,FALSE,91,227,225,175,186,58,155,191,149,86.1,65.9,62.3,92,45.2,94.8,91.1,62.4,55.6
Lund University,/universities/lund-university,https://www.topuniversities.com/universities/lund-university,Europe,Sweden,Lund,https://staging.topuniversities.com/sites/default/files/lund-university_371_small.jpg,65.6,75,,FALSE,FALSE,309,198,271,124,96,8,48,95,160,44.6,73.4,55.5,97.4,68.3,99.6,96.7,86.5,52.5
University of Washington,/universities/university-washington,https://www.topuniversities.com/universities/university-washington,North America,United States,Seattle,https://staging.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,65.3,76,,FALSE,FALSE,119,407,542,701+,66,235,67,170,150,78.8,32.8,28.6,11,81.9,66.5,95.6,68.7,55.5
The University of Western Australia,/universities/university-western-australia,https://www.topuniversities.com/universities/university-western-australia,Oceania,Australia,Perth,https://staging.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,65.2,77,,FALSE,FALSE,30,40,701+,37,141,315,95,128,225,98.8,99.8,13.1,100,55.5,50.8,94.2,78,41.8
University of Glasgow,/universities/university-glasgow,https://www.topuniversities.com/universities/university-glasgow,Europe,United Kingdom,Glasgow,https://staging.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,65,78,6,FALSE,FALSE,405,49,418,141,75,20,30,378,110,32.5,99.4,38,95.7,77.4,98.5,97.6,33.5,67.7
Brown University,/universities/brown-university,https://www.topuniversities.com/universities/brown-university,North America,United States,Providence,https://staging.topuniversities.com/sites/default/files/brown-university_72_small.jpg,64.7,79,,FALSE,FALSE,130,289,151,239,123,333,277,186,180,76.4,50.9,77.7,79.9,59.9,46.6,83.2,63.6,49.6
University of Birmingham,/universities/university-birmingham,https://www.topuniversities.com/universities/university-birmingham,Europe,United Kingdom,Birmingham,https://staging.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,64.1,80,,FALSE,FALSE,348,127,402,171,94,35,31,285,105,40.5,89.3,39,92.6,68.9,96.8,97.5,44.5,69
University of Southampton,/universities/university-southampton,https://www.topuniversities.com/universities/university-southampton,Europe,United Kingdom,Southampton,https://staging.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,64.1,81,,FALSE,FALSE,100,70,385,173,161,34,40,261,208,83.4,98,40.7,92.5,50.1,96.9,97.1,49.2,44.3
The University of Adelaide,/universities/university-adelaide,https://www.topuniversities.com/universities/university-adelaide,Oceania,Australia,Adelaide,https://staging.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,63.8,82,,FALSE,FALSE,86,53,701+,78,138,49,108,246,242,87,99.3,17.9,100,56,95.7,93.6,51.5,38.9
University of Leeds,/universities/university-leeds,https://www.topuniversities.com/universities/university-leeds,Europe,United Kingdom,Leeds,https://staging.topuniversities.com/sites/default/files/University-of-Leeds-2-1-48x48.jpg,63.8,83,,FALSE,FALSE,355,132,438,230,91,211,14,251,83,39.8,88.5,36.4,82.5,70.5,71.8,98.8,50.9,75.9
Universität Heidelberg,/universities/universitat-heidelberg,https://www.topuniversities.com/universities/universitat-heidelberg,Europe,Germany,Heidelberg,https://staging.topuniversities.com/sites/default/files/221104124726pm969012uniHD-siegel-200x200k-48x48.jpg,63.7,84,,FALSE,FALSE,401,275,32,346,76,170,88,463,136,32.7,53.6,99.4,54.2,76.9,77.6,94.5,25.2,59.4
Tokyo Institute of Technology (Tokyo Tech),/universities/tokyo-institute-technology-tokyo-tech,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech,Asia,Japan,Tokyo,https://staging.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,63.7,85,,FALSE,FALSE,320,424,114,556,80,254,613,475,37,43.1,30.5,84.1,23.4,75.1,62.2,61.2,23.7,94.1
Osaka University,/universities/osaka-university,https://www.topuniversities.com/universities/osaka-university,Asia,Japan,Osaka City,https://staging.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,63.5,86,,FALSE,FALSE,232,675,343,549,64,228,512,387,58,54.9,12.2,45.2,23.9,82.4,68,68.2,33,87
"Trinity College Dublin, The University of Dublin",/universities/trinity-college-dublin-university-dublin,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,Europe,Ireland,Dublin,https://staging.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,62.9,87,,FALSE,FALSE,210,133,668,101,93,276,153,83,195,58.4,88,20.2,99.3,69.5,57.7,91.3,88.6,47.4
University of Technology Sydney,/universities/university-technology-sydney,https://www.topuniversities.com/universities/university-technology-sydney,Oceania,Australia,Haymarket,https://staging.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,62.4,88,6,FALSE,FALSE,39,145,701+,133,194,43,150,318,153,97.7,86,9.8,96.6,43.9,96.3,91.4,40.2,55
Durham University,/universities/durham-university,https://www.topuniversities.com/universities/durham-university,Europe,United Kingdom,Durham,https://staging.topuniversities.com/sites/default/files/durham-university_170_small.jpg,61.7,89,,FALSE,FALSE,342,153,567,125,126,19,172,326,65,40.9,84.9,26.3,97.3,59.6,98.6,89.7,39.4,83.9
